5: inc a.*
6: dec c.*
\d: jnz c -2.*

{a=12, b=0, c=0, d=0}
9: jnz d -2   {a=479006294, b=0, c=15, d=26}
10: inc a      {a=479006295, b=0, c=15, d=26}
11: dec d      {a=479006295, b=0, c=15, d=25}
9: jnz d -2   {a=479006295, b=0, c=15, d=25}
10: inc a      {a=479006296, b=0, c=15, d=25}
11: dec d      {a=479006296, b=0, c=15, d=24}
9: jnz d -2   {a=479006296, b=0, c=15, d=24}
10: inc a      {a=479006297, b=0, c=15, d=24}
11: dec d      {a=479006297, b=0, c=15, d=23}
9: jnz d -2   {a=479006297, b=0, c=15, d=23}
10: inc a      {a=479006298, b=0, c=15, d=23}
11: dec d      {a=479006298, b=0, c=15, d=22}
9: jnz d -2   {a=479006298, b=0, c=15, d=22}
10: inc a      {a=479006299, b=0, c=15, d=22}
11: dec d      {a=479006299, b=0, c=15, d=21}
9: jnz d -2   {a=479006299, b=0, c=15, d=21}
10: inc a      {a=479006300, b=0, c=15, d=21}
11: dec d      {a=479006300, b=0, c=15, d=20}
9: jnz d -2   {a=479006300, b=0, c=15, d=20}
10: inc a      {a=479006301, b=0, c=15, d=20}
11: dec d      {a=479006301, b=0, c=15, d=19}
9: jnz d -2   {a=479006301, b=0, c=15, d=19}
10: inc a      {a=479006302, b=0, c=15, d=19}
11: dec d      {a=479006302, b=0, c=15, d=18}
9: jnz d -2   {a=479006302, b=0, c=15, d=18}
10: inc a      {a=479006303, b=0, c=15, d=18}
11: dec d      {a=479006303, b=0, c=15, d=17}
9: jnz d -2   {a=479006303, b=0, c=15, d=17}
10: inc a      {a=479006304, b=0, c=15, d=17}
11: dec d      {a=479006304, b=0, c=15, d=16}
9: jnz d -2   {a=479006304, b=0, c=15, d=16}
10: inc a      {a=479006305, b=0, c=15, d=16}
11: dec d      {a=479006305, b=0, c=15, d=15}
9: jnz d -2   {a=479006305, b=0, c=15, d=15}
10: inc a      {a=479006306, b=0, c=15, d=15}
11: dec d      {a=479006306, b=0, c=15, d=14}
9: jnz d -2   {a=479006306, b=0, c=15, d=14}
10: inc a      {a=479006307, b=0, c=15, d=14}
11: dec d      {a=479006307, b=0, c=15, d=13}
9: jnz d -2   {a=479006307, b=0, c=15, d=13}
10: inc a      {a=479006308, b=0, c=15, d=13}
11: dec d      {a=479006308, b=0, c=15, d=12}
9: jnz d -2   {a=479006308, b=0, c=15, d=12}
10: inc a      {a=479006309, b=0, c=15, d=12}
11: dec d      {a=479006309, b=0, c=15, d=11}
9: jnz d -2   {a=479006309, b=0, c=15, d=11}
10: inc a      {a=479006310, b=0, c=15, d=11}
11: dec d      {a=479006310, b=0, c=15, d=10}
9: jnz d -2   {a=479006310, b=0, c=15, d=10}
10: inc a      {a=479006311, b=0, c=15, d=10}
11: dec d      {a=479006311, b=0, c=15, d=9}
9: jnz d -2   {a=479006311, b=0, c=15, d=9}
10: inc a      {a=479006312, b=0, c=15, d=9}
11: dec d      {a=479006312, b=0, c=15, d=8}
9: jnz d -2   {a=479006312, b=0, c=15, d=8}
10: inc a      {a=479006313, b=0, c=15, d=8}
11: dec d      {a=479006313, b=0, c=15, d=7}
9: jnz d -2   {a=479006313, b=0, c=15, d=7}
10: inc a      {a=479006314, b=0, c=15, d=7}
11: dec d      {a=479006314, b=0, c=15, d=6}
9: jnz d -2   {a=479006314, b=0, c=15, d=6}
10: inc a      {a=479006315, b=0, c=15, d=6}
11: dec d      {a=479006315, b=0, c=15, d=5}
9: jnz d -2   {a=479006315, b=0, c=15, d=5}
10: inc a      {a=479006316, b=0, c=15, d=5}
11: dec d      {a=479006316, b=0, c=15, d=4}
9: jnz d -2   {a=479006316, b=0, c=15, d=4}
10: inc a      {a=479006317, b=0, c=15, d=4}
11: dec d      {a=479006317, b=0, c=15, d=3}
9: jnz d -2   {a=479006317, b=0, c=15, d=3}
10: inc a      {a=479006318, b=0, c=15, d=3}
11: dec d      {a=479006318, b=0, c=15, d=2}
9: jnz d -2   {a=479006318, b=0, c=15, d=2}
10: inc a      {a=479006319, b=0, c=15, d=2}
11: dec d      {a=479006319, b=0, c=15, d=1}
9: jnz d -2   {a=479006319, b=0, c=15, d=1}
10: inc a      {a=479006320, b=0, c=15, d=1}
11: dec d      {a=479006320, b=0, c=15, d=0}
12: jnz d -2   {a=479006320, b=0, c=15, d=0}
13: dec c      {a=479006320, b=0, c=14, d=0}
8: jnz c -5   {a=479006320, b=0, c=14, d=0}
9: cpy 80 d   {a=479006320, b=0, c=14, d=80}
10: inc a      {a=479006321, b=0, c=14, d=80}
11: dec d      {a=479006321, b=0, c=14, d=79}
9: jnz d -2   {a=479006321, b=0, c=14, d=79}
10: inc a      {a=479006322, b=0, c=14, d=79}
11: dec d      {a=479006322, b=0, c=14, d=78}
9: jnz d -2   {a=479006322, b=0, c=14, d=78}
10: inc a      {a=479006323, b=0, c=14, d=78}
11: dec d      {a=479006323, b=0, c=14, d=77}
9: jnz d -2   {a=479006323, b=0, c=14, d=77}
10: inc a      {a=479006324, b=0, c=14, d=77}
11: dec d      {a=479006324, b=0, c=14, d=76}
9: jnz d -2   {a=479006324, b=0, c=14, d=76}
10: inc a      {a=479006325, b=0, c=14, d=76}
11: dec d      {a=479006325, b=0, c=14, d=75}
9: jnz d -2   {a=479006325, b=0, c=14, d=75}
10: inc a      {a=479006326, b=0, c=14, d=75}
11: dec d      {a=479006326, b=0, c=14, d=74}
9: jnz d -2   {a=479006326, b=0, c=14, d=74}
10: inc a      {a=479006327, b=0, c=14, d=74}
11: dec d      {a=479006327, b=0, c=14, d=73}
9: jnz d -2   {a=479006327, b=0, c=14, d=73}
10: inc a      {a=479006328, b=0, c=14, d=73}
11: dec d      {a=479006328, b=0, c=14, d=72}
9: jnz d -2   {a=479006328, b=0, c=14, d=72}
10: inc a      {a=479006329, b=0, c=14, d=72}
11: dec d      {a=479006329, b=0, c=14, d=71}
9: jnz d -2   {a=479006329, b=0, c=14, d=71}
10: inc a      {a=479006330, b=0, c=14, d=71}
11: dec d      {a=479006330, b=0, c=14, d=70}
9: jnz d -2   {a=479006330, b=0, c=14, d=70}
10: inc a      {a=479006331, b=0, c=14, d=70}
11: dec d      {a=479006331, b=0, c=14, d=69}
9: jnz d -2   {a=479006331, b=0, c=14, d=69}
10: inc a      {a=479006332, b=0, c=14, d=69}
11: dec d      {a=479006332, b=0, c=14, d=68}
9: jnz d -2   {a=479006332, b=0, c=14, d=68}
10: inc a      {a=479006333, b=0, c=14, d=68}
11: dec d      {a=479006333, b=0, c=14, d=67}
9: jnz d -2   {a=479006333, b=0, c=14, d=67}
10: inc a      {a=479006334, b=0, c=14, d=67}
11: dec d      {a=479006334, b=0, c=14, d=66}
9: jnz d -2   {a=479006334, b=0, c=14, d=66}
10: inc a      {a=479006335, b=0, c=14, d=66}
11: dec d      {a=479006335, b=0, c=14, d=65}
9: jnz d -2   {a=479006335, b=0, c=14, d=65}
10: inc a      {a=479006336, b=0, c=14, d=65}
11: dec d      {a=479006336, b=0, c=14, d=64}
9: jnz d -2   {a=479006336, b=0, c=14, d=64}
10: inc a      {a=479006337, b=0, c=14, d=64}
11: dec d      {a=479006337, b=0, c=14, d=63}
9: jnz d -2   {a=479006337, b=0, c=14, d=63}
10: inc a      {a=479006338, b=0, c=14, d=63}
11: dec d      {a=479006338, b=0, c=14, d=62}
9: jnz d -2   {a=479006338, b=0, c=14, d=62}
10: inc a      {a=479006339, b=0, c=14, d=62}
11: dec d      {a=479006339, b=0, c=14, d=61}
9: jnz d -2   {a=479006339, b=0, c=14, d=61}
10: inc a      {a=479006340, b=0, c=14, d=61}
11: dec d      {a=479006340, b=0, c=14, d=60}
9: jnz d -2   {a=479006340, b=0, c=14, d=60}
10: inc a      {a=479006341, b=0, c=14, d=60}
11: dec d      {a=479006341, b=0, c=14, d=59}
9: jnz d -2   {a=479006341, b=0, c=14, d=59}
10: inc a      {a=479006342, b=0, c=14, d=59}
11: dec d      {a=479006342, b=0, c=14, d=58}
9: jnz d -2   {a=479006342, b=0, c=14, d=58}
10: inc a      {a=479006343, b=0, c=14, d=58}
11: dec d      {a=479006343, b=0, c=14, d=57}
9: jnz d -2   {a=479006343, b=0, c=14, d=57}
10: inc a      {a=479006344, b=0, c=14, d=57}
11: dec d      {a=479006344, b=0, c=14, d=56}
9: jnz d -2   {a=479006344, b=0, c=14, d=56}
10: inc a      {a=479006345, b=0, c=14, d=56}
11: dec d      {a=479006345, b=0, c=14, d=55}
9: jnz d -2   {a=479006345, b=0, c=14, d=55}
10: inc a      {a=479006346, b=0, c=14, d=55}
11: dec d      {a=479006346, b=0, c=14, d=54}
9: jnz d -2   {a=479006346, b=0, c=14, d=54}
10: inc a      {a=479006347, b=0, c=14, d=54}
11: dec d      {a=479006347, b=0, c=14, d=53}
9: jnz d -2   {a=479006347, b=0, c=14, d=53}
10: inc a      {a=479006348, b=0, c=14, d=53}
11: dec d      {a=479006348, b=0, c=14, d=52}
9: jnz d -2   {a=479006348, b=0, c=14, d=52}
10: inc a      {a=479006349, b=0, c=14, d=52}
11: dec d      {a=479006349, b=0, c=14, d=51}
9: jnz d -2   {a=479006349, b=0, c=14, d=51}
10: inc a      {a=479006350, b=0, c=14, d=51}
11: dec d      {a=479006350, b=0, c=14, d=50}
9: jnz d -2   {a=479006350, b=0, c=14, d=50}
10: inc a      {a=479006351, b=0, c=14, d=50}
11: dec d      {a=479006351, b=0, c=14, d=49}
9: jnz d -2   {a=479006351, b=0, c=14, d=49}
10: inc a      {a=479006352, b=0, c=14, d=49}
11: dec d      {a=479006352, b=0, c=14, d=48}
9: jnz d -2   {a=479006352, b=0, c=14, d=48}
10: inc a      {a=479006353, b=0, c=14, d=48}
11: dec d      {a=479006353, b=0, c=14, d=47}
9: jnz d -2   {a=479006353, b=0, c=14, d=47}
10: inc a      {a=479006354, b=0, c=14, d=47}
11: dec d      {a=479006354, b=0, c=14, d=46}
9: jnz d -2   {a=479006354, b=0, c=14, d=46}
10: inc a      {a=479006355, b=0, c=14, d=46}
11: dec d      {a=479006355, b=0, c=14, d=45}
9: jnz d -2   {a=479006355, b=0, c=14, d=45}
10: inc a      {a=479006356, b=0, c=14, d=45}
11: dec d      {a=479006356, b=0, c=14, d=44}
9: jnz d -2   {a=479006356, b=0, c=14, d=44}
10: inc a      {a=479006357, b=0, c=14, d=44}
11: dec d      {a=479006357, b=0, c=14, d=43}
9: jnz d -2   {a=479006357, b=0, c=14, d=43}
10: inc a      {a=479006358, b=0, c=14, d=43}
11: dec d      {a=479006358, b=0, c=14, d=42}
9: jnz d -2   {a=479006358, b=0, c=14, d=42}
10: inc a      {a=479006359, b=0, c=14, d=42}
11: dec d      {a=479006359, b=0, c=14, d=41}
9: jnz d -2   {a=479006359, b=0, c=14, d=41}
10: inc a      {a=479006360, b=0, c=14, d=41}
11: dec d      {a=479006360, b=0, c=14, d=40}
9: jnz d -2   {a=479006360, b=0, c=14, d=40}
10: inc a      {a=479006361, b=0, c=14, d=40}
11: dec d      {a=479006361, b=0, c=14, d=39}
9: jnz d -2   {a=479006361, b=0, c=14, d=39}
10: inc a      {a=479006362, b=0, c=14, d=39}
11: dec d      {a=479006362, b=0, c=14, d=38}
9: jnz d -2   {a=479006362, b=0, c=14, d=38}
10: inc a      {a=479006363, b=0, c=14, d=38}
11: dec d      {a=479006363, b=0, c=14, d=37}
9: jnz d -2   {a=479006363, b=0, c=14, d=37}
10: inc a      {a=479006364, b=0, c=14, d=37}
11: dec d      {a=479006364, b=0, c=14, d=36}
9: jnz d -2   {a=479006364, b=0, c=14, d=36}
10: inc a      {a=479006365, b=0, c=14, d=36}
11: dec d      {a=479006365, b=0, c=14, d=35}
9: jnz d -2   {a=479006365, b=0, c=14, d=35}
10: inc a      {a=479006366, b=0, c=14, d=35}
11: dec d      {a=479006366, b=0, c=14, d=34}
9: jnz d -2   {a=479006366, b=0, c=14, d=34}
10: inc a      {a=479006367, b=0, c=14, d=34}
11: dec d      {a=479006367, b=0, c=14, d=33}
9: jnz d -2   {a=479006367, b=0, c=14, d=33}
10: inc a      {a=479006368, b=0, c=14, d=33}
11: dec d      {a=479006368, b=0, c=14, d=32}
9: jnz d -2   {a=479006368, b=0, c=14, d=32}
10: inc a      {a=479006369, b=0, c=14, d=32}
11: dec d      {a=479006369, b=0, c=14, d=31}
9: jnz d -2   {a=479006369, b=0, c=14, d=31}
10: inc a      {a=479006370, b=0, c=14, d=31}
11: dec d      {a=479006370, b=0, c=14, d=30}
9: jnz d -2   {a=479006370, b=0, c=14, d=30}
10: inc a      {a=479006371, b=0, c=14, d=30}
11: dec d      {a=479006371, b=0, c=14, d=29}
9: jnz d -2   {a=479006371, b=0, c=14, d=29}
10: inc a      {a=479006372, b=0, c=14, d=29}
11: dec d      {a=479006372, b=0, c=14, d=28}
9: jnz d -2   {a=479006372, b=0, c=14, d=28}
10: inc a      {a=479006373, b=0, c=14, d=28}
11: dec d      {a=479006373, b=0, c=14, d=27}
9: jnz d -2   {a=479006373, b=0, c=14, d=27}
10: inc a      {a=479006374, b=0, c=14, d=27}
11: dec d      {a=479006374, b=0, c=14, d=26}
9: jnz d -2   {a=479006374, b=0, c=14, d=26}
10: inc a      {a=479006375, b=0, c=14, d=26}
11: dec d      {a=479006375, b=0, c=14, d=25}
9: jnz d -2   {a=479006375, b=0, c=14, d=25}
10: inc a      {a=479006376, b=0, c=14, d=25}
11: dec d      {a=479006376, b=0, c=14, d=24}
9: jnz d -2   {a=479006376, b=0, c=14, d=24}
10: inc a      {a=479006377, b=0, c=14, d=24}
11: dec d      {a=479006377, b=0, c=14, d=23}
9: jnz d -2   {a=479006377, b=0, c=14, d=23}
10: inc a      {a=479006378, b=0, c=14, d=23}
11: dec d      {a=479006378, b=0, c=14, d=22}
9: jnz d -2   {a=479006378, b=0, c=14, d=22}
10: inc a      {a=479006379, b=0, c=14, d=22}
11: dec d      {a=479006379, b=0, c=14, d=21}
9: jnz d -2   {a=479006379, b=0, c=14, d=21}
10: inc a      {a=479006380, b=0, c=14, d=21}
11: dec d      {a=479006380, b=0, c=14, d=20}
9: jnz d -2   {a=479006380, b=0, c=14, d=20}
10: inc a      {a=479006381, b=0, c=14, d=20}
11: dec d      {a=479006381, b=0, c=14, d=19}
9: jnz d -2   {a=479006381, b=0, c=14, d=19}
10: inc a      {a=479006382, b=0, c=14, d=19}
11: dec d      {a=479006382, b=0, c=14, d=18}
9: jnz d -2   {a=479006382, b=0, c=14, d=18}
10: inc a      {a=479006383, b=0, c=14, d=18}
11: dec d      {a=479006383, b=0, c=14, d=17}
9: jnz d -2   {a=479006383, b=0, c=14, d=17}
10: inc a      {a=479006384, b=0, c=14, d=17}
11: dec d      {a=479006384, b=0, c=14, d=16}
9: jnz d -2   {a=479006384, b=0, c=14, d=16}
10: inc a      {a=479006385, b=0, c=14, d=16}
11: dec d      {a=479006385, b=0, c=14, d=15}
9: jnz d -2   {a=479006385, b=0, c=14, d=15}
10: inc a      {a=479006386, b=0, c=14, d=15}
11: dec d      {a=479006386, b=0, c=14, d=14}
9: jnz d -2   {a=479006386, b=0, c=14, d=14}
10: inc a      {a=479006387, b=0, c=14, d=14}
11: dec d      {a=479006387, b=0, c=14, d=13}
9: jnz d -2   {a=479006387, b=0, c=14, d=13}
10: inc a      {a=479006388, b=0, c=14, d=13}
11: dec d      {a=479006388, b=0, c=14, d=12}
9: jnz d -2   {a=479006388, b=0, c=14, d=12}
10: inc a      {a=479006389, b=0, c=14, d=12}
11: dec d      {a=479006389, b=0, c=14, d=11}
9: jnz d -2   {a=479006389, b=0, c=14, d=11}
10: inc a      {a=479006390, b=0, c=14, d=11}
11: dec d      {a=479006390, b=0, c=14, d=10}
9: jnz d -2   {a=479006390, b=0, c=14, d=10}
10: inc a      {a=479006391, b=0, c=14, d=10}
11: dec d      {a=479006391, b=0, c=14, d=9}
9: jnz d -2   {a=479006391, b=0, c=14, d=9}
10: inc a      {a=479006392, b=0, c=14, d=9}
11: dec d      {a=479006392, b=0, c=14, d=8}
9: jnz d -2   {a=479006392, b=0, c=14, d=8}
10: inc a      {a=479006393, b=0, c=14, d=8}
11: dec d      {a=479006393, b=0, c=14, d=7}
9: jnz d -2   {a=479006393, b=0, c=14, d=7}
10: inc a      {a=479006394, b=0, c=14, d=7}
11: dec d      {a=479006394, b=0, c=14, d=6}
9: jnz d -2   {a=479006394, b=0, c=14, d=6}
10: inc a      {a=479006395, b=0, c=14, d=6}
11: dec d      {a=479006395, b=0, c=14, d=5}
9: jnz d -2   {a=479006395, b=0, c=14, d=5}
10: inc a      {a=479006396, b=0, c=14, d=5}
11: dec d      {a=479006396, b=0, c=14, d=4}
9: jnz d -2   {a=479006396, b=0, c=14, d=4}
10: inc a      {a=479006397, b=0, c=14, d=4}
11: dec d      {a=479006397, b=0, c=14, d=3}
9: jnz d -2   {a=479006397, b=0, c=14, d=3}
10: inc a      {a=479006398, b=0, c=14, d=3}
11: dec d      {a=479006398, b=0, c=14, d=2}
9: jnz d -2   {a=479006398, b=0, c=14, d=2}
10: inc a      {a=479006399, b=0, c=14, d=2}
11: dec d      {a=479006399, b=0, c=14, d=1}
9: jnz d -2   {a=479006399, b=0, c=14, d=1}
10: inc a      {a=479006400, b=0, c=14, d=1}
11: dec d      {a=479006400, b=0, c=14, d=0}
12: jnz d -2   {a=479006400, b=0, c=14, d=0}
13: dec c      {a=479006400, b=0, c=13, d=0}
8: jnz c -5   {a=479006400, b=0, c=13, d=0}
9: cpy 80 d   {a=479006400, b=0, c=13, d=80}
10: inc a      {a=479006401, b=0, c=13, d=80}
11: dec d      {a=479006401, b=0, c=13, d=79}
9: jnz d -2   {a=479006401, b=0, c=13, d=79}
10: inc a      {a=479006402, b=0, c=13, d=79}
11: dec d      {a=479006402, b=0, c=13, d=78}
9: jnz d -2   {a=479006402, b=0, c=13, d=78}
10: inc a      {a=479006403, b=0, c=13, d=78}
11: dec d      {a=479006403, b=0, c=13, d=77}
9: jnz d -2   {a=479006403, b=0, c=13, d=77}
10: inc a      {a=479006404, b=0, c=13, d=77}
11: dec d      {a=479006404, b=0, c=13, d=76}
9: jnz d -2   {a=479006404, b=0, c=13, d=76}
10: inc a      {a=479006405, b=0, c=13, d=76}
11: dec d      {a=479006405, b=0, c=13, d=75}
9: jnz d -2   {a=479006405, b=0, c=13, d=75}
10: inc a      {a=479006406, b=0, c=13, d=75}
11: dec d      {a=479006406, b=0, c=13, d=74}
9: jnz d -2   {a=479006406, b=0, c=13, d=74}
10: inc a      {a=479006407, b=0, c=13, d=74}
11: dec d      {a=479006407, b=0, c=13, d=73}
9: jnz d -2   {a=479006407, b=0, c=13, d=73}
10: inc a      {a=479006408, b=0, c=13, d=73}
11: dec d      {a=479006408, b=0, c=13, d=72}
9: jnz d -2   {a=479006408, b=0, c=13, d=72}
10: inc a      {a=479006409, b=0, c=13, d=72}
11: dec d      {a=479006409, b=0, c=13, d=71}
9: jnz d -2   {a=479006409, b=0, c=13, d=71}
10: inc a      {a=479006410, b=0, c=13, d=71}
11: dec d      {a=479006410, b=0, c=13, d=70}
9: jnz d -2   {a=479006410, b=0, c=13, d=70}
10: inc a      {a=479006411, b=0, c=13, d=70}
11: dec d      {a=479006411, b=0, c=13, d=69}
9: jnz d -2   {a=479006411, b=0, c=13, d=69}
10: inc a      {a=479006412, b=0, c=13, d=69}
11: dec d      {a=479006412, b=0, c=13, d=68}
9: jnz d -2   {a=479006412, b=0, c=13, d=68}
10: inc a      {a=479006413, b=0, c=13, d=68}
11: dec d      {a=479006413, b=0, c=13, d=67}
9: jnz d -2   {a=479006413, b=0, c=13, d=67}
10: inc a      {a=479006414, b=0, c=13, d=67}
11: dec d      {a=479006414, b=0, c=13, d=66}
9: jnz d -2   {a=479006414, b=0, c=13, d=66}
10: inc a      {a=479006415, b=0, c=13, d=66}
11: dec d      {a=479006415, b=0, c=13, d=65}
9: jnz d -2   {a=479006415, b=0, c=13, d=65}
10: inc a      {a=479006416, b=0, c=13, d=65}
11: dec d      {a=479006416, b=0, c=13, d=64}
9: jnz d -2   {a=479006416, b=0, c=13, d=64}
10: inc a      {a=479006417, b=0, c=13, d=64}
11: dec d      {a=479006417, b=0, c=13, d=63}
9: jnz d -2   {a=479006417, b=0, c=13, d=63}
10: inc a      {a=479006418, b=0, c=13, d=63}
11: dec d      {a=479006418, b=0, c=13, d=62}
9: jnz d -2   {a=479006418, b=0, c=13, d=62}
10: inc a      {a=479006419, b=0, c=13, d=62}
11: dec d      {a=479006419, b=0, c=13, d=61}
9: jnz d -2   {a=479006419, b=0, c=13, d=61}
10: inc a      {a=479006420, b=0, c=13, d=61}
11: dec d      {a=479006420, b=0, c=13, d=60}
9: jnz d -2   {a=479006420, b=0, c=13, d=60}
10: inc a      {a=479006421, b=0, c=13, d=60}
11: dec d      {a=479006421, b=0, c=13, d=59}
9: jnz d -2   {a=479006421, b=0, c=13, d=59}
10: inc a      {a=479006422, b=0, c=13, d=59}
11: dec d      {a=479006422, b=0, c=13, d=58}
9: jnz d -2   {a=479006422, b=0, c=13, d=58}
10: inc a      {a=479006423, b=0, c=13, d=58}
11: dec d      {a=479006423, b=0, c=13, d=57}
9: jnz d -2   {a=479006423, b=0, c=13, d=57}
10: inc a      {a=479006424, b=0, c=13, d=57}
11: dec d      {a=479006424, b=0, c=13, d=56}
9: jnz d -2   {a=479006424, b=0, c=13, d=56}
10: inc a      {a=479006425, b=0, c=13, d=56}
11: dec d      {a=479006425, b=0, c=13, d=55}
9: jnz d -2   {a=479006425, b=0, c=13, d=55}
10: inc a      {a=479006426, b=0, c=13, d=55}
11: dec d      {a=479006426, b=0, c=13, d=54}
9: jnz d -2   {a=479006426, b=0, c=13, d=54}
10: inc a      {a=479006427, b=0, c=13, d=54}
11: dec d      {a=479006427, b=0, c=13, d=53}
9: jnz d -2   {a=479006427, b=0, c=13, d=53}
10: inc a      {a=479006428, b=0, c=13, d=53}
11: dec d      {a=479006428, b=0, c=13, d=52}
9: jnz d -2   {a=479006428, b=0, c=13, d=52}
10: inc a      {a=479006429, b=0, c=13, d=52}
11: dec d      {a=479006429, b=0, c=13, d=51}
9: jnz d -2   {a=479006429, b=0, c=13, d=51}
10: inc a      {a=479006430, b=0, c=13, d=51}
11: dec d      {a=479006430, b=0, c=13, d=50}
9: jnz d -2   {a=479006430, b=0, c=13, d=50}
10: inc a      {a=479006431, b=0, c=13, d=50}
11: dec d      {a=479006431, b=0, c=13, d=49}
9: jnz d -2   {a=479006431, b=0, c=13, d=49}
10: inc a      {a=479006432, b=0, c=13, d=49}
11: dec d      {a=479006432, b=0, c=13, d=48}
9: jnz d -2   {a=479006432, b=0, c=13, d=48}
10: inc a      {a=479006433, b=0, c=13, d=48}
11: dec d      {a=479006433, b=0, c=13, d=47}
9: jnz d -2   {a=479006433, b=0, c=13, d=47}
10: inc a      {a=479006434, b=0, c=13, d=47}
11: dec d      {a=479006434, b=0, c=13, d=46}
9: jnz d -2   {a=479006434, b=0, c=13, d=46}
10: inc a      {a=479006435, b=0, c=13, d=46}
11: dec d      {a=479006435, b=0, c=13, d=45}
9: jnz d -2   {a=479006435, b=0, c=13, d=45}
10: inc a      {a=479006436, b=0, c=13, d=45}
11: dec d      {a=479006436, b=0, c=13, d=44}
9: jnz d -2   {a=479006436, b=0, c=13, d=44}
10: inc a      {a=479006437, b=0, c=13, d=44}
11: dec d      {a=479006437, b=0, c=13, d=43}
9: jnz d -2   {a=479006437, b=0, c=13, d=43}
10: inc a      {a=479006438, b=0, c=13, d=43}
11: dec d      {a=479006438, b=0, c=13, d=42}
9: jnz d -2   {a=479006438, b=0, c=13, d=42}
10: inc a      {a=479006439, b=0, c=13, d=42}
11: dec d      {a=479006439, b=0, c=13, d=41}
9: jnz d -2   {a=479006439, b=0, c=13, d=41}
10: inc a      {a=479006440, b=0, c=13, d=41}
11: dec d      {a=479006440, b=0, c=13, d=40}
9: jnz d -2   {a=479006440, b=0, c=13, d=40}
10: inc a      {a=479006441, b=0, c=13, d=40}
11: dec d      {a=479006441, b=0, c=13, d=39}
9: jnz d -2   {a=479006441, b=0, c=13, d=39}
10: inc a      {a=479006442, b=0, c=13, d=39}
11: dec d      {a=479006442, b=0, c=13, d=38}
9: jnz d -2   {a=479006442, b=0, c=13, d=38}
10: inc a      {a=479006443, b=0, c=13, d=38}
11: dec d      {a=479006443, b=0, c=13, d=37}
9: jnz d -2   {a=479006443, b=0, c=13, d=37}
10: inc a      {a=479006444, b=0, c=13, d=37}
11: dec d      {a=479006444, b=0, c=13, d=36}
9: jnz d -2   {a=479006444, b=0, c=13, d=36}
10: inc a      {a=479006445, b=0, c=13, d=36}
11: dec d      {a=479006445, b=0, c=13, d=35}
9: jnz d -2   {a=479006445, b=0, c=13, d=35}
10: inc a      {a=479006446, b=0, c=13, d=35}
11: dec d      {a=479006446, b=0, c=13, d=34}
9: jnz d -2   {a=479006446, b=0, c=13, d=34}
10: inc a      {a=479006447, b=0, c=13, d=34}
11: dec d      {a=479006447, b=0, c=13, d=33}
9: jnz d -2   {a=479006447, b=0, c=13, d=33}
10: inc a      {a=479006448, b=0, c=13, d=33}
11: dec d      {a=479006448, b=0, c=13, d=32}
9: jnz d -2   {a=479006448, b=0, c=13, d=32}
10: inc a      {a=479006449, b=0, c=13, d=32}
11: dec d      {a=479006449, b=0, c=13, d=31}
9: jnz d -2   {a=479006449, b=0, c=13, d=31}
10: inc a      {a=479006450, b=0, c=13, d=31}
